affiliation,category,instructors,nanodegree,skill_level,skills,summary,title,url
Collaboration WithGeorgia Institute of Technology,School of Development,"['Santosh Pande', 'Catherine Gamboa']",Flying Cars & Autonomous Flight,,"['Compilers, ', 'Semantic Analysis, ', 'Syntax Directed Translation, ', 'Control Flow Analysis']",The objective of this course is to learn the theory and practice behind building automatic translators (compilers) for higher level programming languages and to engineer and build key phases of a compiler in Java or C++ for a small language.,Compilers: Theory and Practice,https://www.udacity.com/course/compilers-theory-and-practice--ud168
Collaboration WithGoogle,,"['Karl Krueger', 'Gundega Dekena', 'Magnus Hyttsten']",Full Stack Web Developer,advanced,"['App Engine, ', 'Cloud Endpoints, ', 'API services, ', 'Client libraries']","You will learn about challenges of building applications that can serve hundreds of thousands of users, and how you can prepare for them as a developer. And more importantly - you will learn how to harness the power of App Engine - Platform as a Service, run by Google, so you can focus on your application's features, not on managing infrastructure that runs your app. Let Google run and scale the infrastructure and do what you do best - write code! , However, to use App Engine effectively, you have to learn how it works, and this is exactly what this course will teach! You will also learn the best practices of using Cloud Endpoints that allow you to easily create API services and make them accessible to iOS, Android and Javascript clients. They allow you to automatically generate client libraries to make wiring up the frontend easy. And there are some nifty built-in features, like denial-of-service protection and OAuth 2.0 support.",Developing Scalable Apps in Python,https://www.udacity.com/course/developing-scalable-apps-in-python--ud858
,School of Development,"['Jeff Hilnbrand', 'Nick Leggett', 'Gabrielle Miller-Messner']",Android Developer,intermediate,"['Android, ', 'Mobile Design, ', 'Usability']","Featuring Facebook's experts in User Research and Product Design, this course walks you through the steps to design a new mobile product that puts users first. You'll learn how to use data collected from users to guide prototyping, and conduct user testing with a production app to guide a future redesign., This course is also available for iOS",Mobile Design and Usability for Android,https://www.udacity.com/course/mobile-design-and-usability-for-android--ud358
,School of Development,"['Andreas Zeller', 'Gundega Dekena']",Machine Learning Engineer,intermediate,"['Debugging, ', 'Python, ', 'Automated Debugging']","In this class you will learn how to debug programs systematically, how to automate the debugging process and build several automated debugging tools in Python.",Software Debugging,https://www.udacity.com/course/software-debugging--cs259
Collaboration WithFacebook for Developers,School of Development,"['Gabrielle Miller-Messner', 'Sam Chordas']",Natural Language Processing,intermediate,"['Android, ', 'Passwordless Login, ', 'Account Kit']","For an app developer, providing a seamless user experience is critical for building engagement and growing a user base. Passwordless login solutions provide your users with a simple, secure, and positive first experience., In this course, you'll learn two frameworks for sign-up and authentication: Account Kit, which uses a phone number and code, and Facebook Login for Android. You’ll learn how to configure both types of authentication side by side in a sample app, test the flow on a series of common use cases, and wrap things up with an introduction to Facebook’s Graph API, a window into an incredible wealth of data for creating a more engaging experience for your users.",Passwordless Login Solutions for Android,https://www.udacity.com/course/passwordless-login-solutions-for-android--ud357
Collaboration WithAmazon Appstore for Android,School of Development,"['Peter Heinrich', 'Jeremy Silver']",Android Developer,intermediate,"['LibGDX, ', 'Game Development, ', '2D']","This course explores how to use LibGDX to build 2D games that run anywhere, from web browsers to mobile devices. We start with simple drawings, and then turn to simple animations, physics, and user input handling. Finally, we create a full game, called Icicles, where icicles rain down from the top of the screen, and the player must dodge them using the arrow keys or by tilting their phone.",2D Game Development with libGDX,https://www.udacity.com/course/2d-game-development-with-libgdx--ud405
Collaboration WithGeorgia Institute of Technology,School of Artificial Intelligence,"['Jimeng Sun', 'David Joyner']",Flying Cars & Autonomous Flight,,"['Data Analytics, ', 'Health Care Applications, ', 'Algorithms']","Data science plays an important role in many industries. In facing massive amount of heterogeneous data, scalable machine learning and data mining algorithms and systems become extremely important for data scientists. The growth of volume, complexity and speed in data drives the need for scalable data analytic algorithms and systems. In this course, we study such algorithms and systems in the context of healthcare applications., In healthcare, large amounts of heterogeneous medical data have become available in various healthcare organizations (payers, providers, pharmaceuticals). This data could be an enabling resource for deriving insights for improving care delivery and reducing waste. The enormity and complexity of these datasets present great challenges in analyses and subsequent applications to a practical clinical environment.",Big Data Analytics in Healthcare,https://www.udacity.com/course/big-data-analytics-in-healthcare--ud758
,School of Business,['Patrick Nussbaumer'],Business Analyst,intermediate,"['A/B Randomized Design Tests, ', 'A/B Matched Pair Design Tests']","The A/B Testing course provides students with the foundational knowledge to design and analyze A/B tests to create business insights and support decision making. You will learn:, Throughout this course you’ll also learn the techniques to apply your knowledge in a data analytics program called Alteryx., This course is part of the Business Analyst Nanodegree.",A/B Testing for Business Analysts,https://www.udacity.com/course/ab-testing--ud979
,School of Development,['Jarrod Parkes'],Become an iOS Developer,advanced,"['Networking, ', 'URLSession, ', 'JSON Parsing']","In this course, you’ll learn how to incorporate networking into your apps, so they can access data from around the world. You’ll learn how to harness the power of APIs to display images and retrieve movie data. At the end of the course, you’ll build the “On the Map” app which allows you to share interesting links, projects, or other information with fellow Udacity students.",iOS Networking with Swift,https://www.udacity.com/course/ios-networking-with-swift--ud421
Collaboration WithGoogle,School of Development,"['Ido Green', 'Cameron Pittman']",Front-End Web Developer,intermediate,"['Research HTML5 input types, ', 'Datalist input, ', 'User input validation with HTML5 attributes, ', 'Validate user input using JavaScript, ', 'Optimizing forms']","Any meaningful experience on the web has a form. Whether it's a form made of text boxes, toggles, buttons, checkboxes, or touchable widgets, web developers need to be purposeful about forms to make users happy and increase conversions., In this course, you'll learn best practices for modern forms as taught by Google's Ido Green and Udacity's Cameron Pittman. You'll practice your skills along the way with a few self-directed projects, including an e-commerce checkout and an event planner app!, As a special treat, you'll also watch a series of interviews with Luke Wroblewski, Google Product Director and author of Web Form Design, to get his take on interactions for the modern web.",Building High Conversion Web Forms,https://www.udacity.com/course/building-high-conversion-web-forms--ud890
,School of Development,['Gabrielle Miller-Messner'],Become an iOS Developer,intermediate,"['AutoLayout, ', 'Navigation, ', 'Table Views, ', 'Collection Views']","In this course, you will build a series of simple apps to become more comfortable with the UIKit framework and master its most widely used components. This framework constitutes the building blocks of the user interface for all iOS apps, and is crucial for any iOS Developer to be intimately familiar with.",UIKit Fundamentals,https://www.udacity.com/course/uikit-fundamentals--ud788
Collaboration WithAlteryx,School of Business,['Ben Burkholder'],Business Analyst,intermediate,"['Binary Classication Models, ', 'Non-Binary Classification Models']","The Classification Models course provides students with the foundational knowledge to use classification models to create business insights. You will learn:
How classification modeling differs from modeling with numeric data
 To use binary classification models to make predictions of binary outcomes
 To use non-binary classification models to make predictions of non-binary outcomes, Throughout this course you’ll also learn the techniques to apply your knowledge in a data analytics program called Alteryx. At the end of the course, you’ll complete a project based on the principles in the course., This course is part of the Business Analyst Nanodegree.",Classification Models,https://www.udacity.com/course/classification-models--ud978
Collaboration WithGoogle,School of Development,"['Steve Ganem', 'Todd Kerpelman', 'Jessica Lin', 'Daniel Mai']",Android Developer,intermediate,"['Firebase, ', 'Analytics']","In this course, you’ll learn how to grow an app's user base using Firebase Analytics, a free and unlimited analytics solution. You'll be able to learn who your users are and how they interact with your app. You can then use this information to make informed decisions to improve your app, such as how difficult to make a level in a game, where to place an advertisement, or what products to stock., We'll begin by covering the basics of digital analytics focusing on an app that is live in the App Store and Google Play Store as an example. You'll then explore the app's actual usage data using the Firebase console. After that, you'll learn how easy it is to add Firebase Analytics to an app and quickly gain insights. Finally, you'll learn how to use Firebase Crash Reporting, Firebase Remote Config, and Firebase Dynamic Links integrated with Firebase Analytics to improve your app and grow your user base., By the end of this course you'll have an app that records how users interact with it, and you'll know how use that data to improve performance. You'll have the foundation needed to apply Firebase Analytics to your own apps.",Firebase Analytics: Android,https://www.udacity.com/course/firebase-analytics-android--ud354
Collaboration WithGoogle VR,,"['Austin McCasland', 'Chris Birke', 'Vasanth Mohan', 'Matt Sonic']",VR Developer,beginner,"['VR development, ', 'Unity, ', 'Google VR SDK for Unity, ', 'C#, ', 'UI interfaces and interaction']","This course is designed to teach you how to make your VR experience more dynamic and responsive to your users. You will be exposed to C# programming and be using it in the Unity interface. Upon completing this course, you will have learned basic programming constructs such as methods, loops, and variables. You will also be able to use events and know how to apply them in a VR environment.",VR Software Development,https://www.udacity.com/course/vr-software-development--ud1014
Collaboration WithGeorgia Institute of Technology,School of Artificial Intelligence,"['Ashok Goel', 'David Joyner']",Flying Cars & Autonomous Flight,advanced,"['Semantic Networks, ', 'Common-Sense Reasoning, ', 'Logic & Planning, ', 'Analogical Reasoning, ', 'Visuospatial Reasoning']","This class is offered as CS7637 at Georgia Tech where it is a part of the Online Masters Degree (OMS). Taking this course here will not earn credit towards the OMS degree., This is a core course in artificial intelligence. It is designed to be a challenging course, involving significant independent work, readings, assignments, and projects. It covers structured knowledge representations, as well as knowledge-based methods of problem solving, planning, decision-making, and learning., The class is organized around three primary learning goals. First, this class teaches the concepts, methods, and prominent issues in knowledge-based artificial intelligence. Second, it teaches the specific skills and abilities needed to apply those concepts to the design of knowledge-based AI agents. Third, it teaches the relationship between knowledge-based artificial intelligence and the study of human cognition.",Knowledge-Based AI: Cognitive Systems,https://www.udacity.com/course/knowledge-based-ai-cognitive-systems--ud409
,School of Autonomous Systems,"['Jörn Loviscach', 'Miriam Swords Kalk']",Machine Learning Engineer,intermediate,"['Math, ', 'Differential Equations']","In this course, you'll hone your problem-solving skills through learning to find numerical solutions to systems of differential equations. You'll write code in Python to fight forest fires, rescue the Apollo 13 astronauts, stop the spread of epidemics, and resolve other real-world dilemmas.",Differential Equations in Action,https://www.udacity.com/course/differential-equations-in-action--cs222
Collaboration WithGeorgia Institute of Technology,,"['Irfan Essa', 'David Joyner', 'Arpan Chakraborty']",Artificial Intelligence,intermediate,"['Digital Imaging, ', 'Panorama & Morphing, ', 'Light Field, ', 'High Dynamic Range, ', 'Video Stabilization']","This class explores how computation impacts the entire workflow of photography, which is traditionally aimed at capturing light from a 3D scene to form a 2D image. A detailed study of the perceptual, technical and computational aspects of forming pictures, and more precisely the capture and depiction of reality on a (mostly 2D) medium of images is undertaken over the entire term. The scientific, perceptual, and artistic principles behind image-making will be emphasized, especially as impacted and changed by computation., Topics include the relationship between pictorial techniques and the human visual system; intrinsic limitations of 2D representations and their possible compensations; and technical issues involving capturing light to form images. Technical aspects of image capture and rendering, and exploration of how such a medium can be used to its maximum potential, will be examined. New forms of cameras and imaging paradigms will be introduced.",Computational Photography,https://www.udacity.com/course/computational-photography--ud955
Collaboration WithTwitter,School of Artificial Intelligence,"['Karthik Ramasamy', 'Lewis Kaneshiro']",Flying Cars & Autonomous Flight,intermediate,"['Data Analysis, ', 'Real-time Analytics, ', 'Apache Storm']","The world is trending in real time!  Learn from Twitter to scalably process tweets, or any big data stream, in real-time to drive d3 visualizations using Apache Storm, the “Hadoop of Real Time.”  Storm is free, open source, and fun to use!  Learn from Karthik Ramasamy, Technical Lead of Storm@Twitter, about the distributed, fault-tolerant, and flexible technology used to power Twitter’s real-time data flow pipeline.  Twitter open sourced Storm in 2011, and it graduated to a top-level Apache project in September, 2014.  , Starting from basic distributed concepts presented during our first Udacity-Twitter Storm Hackathon, link Storm concepts to Storm syntax to scalably drive Word Cloud visualizations with Vagrant, Ubuntu, Maven, Flask, Redis, and d3.  Link to the public Twitter gardenhose stream to process live tweets, parse embedded URLs, and calculate Top worldwide hashtags.  Extend beyond Storm basics by exploring multi-language capabilities in Python, integrate open source components, and implement real-time streaming joins., In your final project, follow real-time trending topics by implementing the data pipeline to visualize only tweets that contain Top worldwide hashtags.  Extend your project by exploring the Twitter API, or any data source, alongside Hackathon participants as they design their own ideas, receive feedback from Karthik, and open source a final project calculating real-time tweet sentiment and geolocation to drive a U.S. Map.",Real-Time Analytics with Apache Storm,https://www.udacity.com/course/real-time-analytics-with-apache-storm--ud381
,School of Business,['Rod Light'],Business Analyst,intermediate,"['Variable Reduction, ', 'Clustering Models design']","The Segmentation and Clustering course provides students with the foundational knowledge to build and apply clustering models to develop more sophisticated segmentation in business contexts. You will learn:, The key concepts of segmentation and clustering, such as standardization vs. localization, distance, and scaling, The concepts of variable reduction and how to use principal components analysis (PCA) to prepare data for clustering models, How to choose between hierarchical and k-centroid clustering models, How to build and apply k-centroid clustering models, Throughout this course you’ll also learn the techniques to apply your knowledge in a data analytics program called Alteryx., This course is part of the Business Analyst Nanodegree Program.",Segmentation and Clustering,https://www.udacity.com/course/segmentation-and-clustering--ud981
Collaboration WithGeorgia Institute of Technology,School of Development,['David Joyner'],Flying Cars & Autonomous Flight,intermediate,"['Design Principles, ', 'Direct Manipulation Interfaces, ', 'Mental Models, ', 'Distributed Cognition, ', 'Prototyping']","This course is an introductory course on human-computer interaction, covering the principles, techniques, and open areas of development in HCI.",Human-Computer Interaction,https://www.udacity.com/course/human-computer-interaction--ud400
Collaboration WithGeorgia Institute of Technology,School of Development,['Charles Brubaker'],Flying Cars & Autonomous Flight,intermediate,"['Operating Systems, ', 'Virtual Memory, ', 'File Systems, ', 'Multithreaded Programming, ', 'Networking']","The course covers the basics of Memory Systems, File Systems, Multithreaded Programming, and Networking.  Together these form a strong foundation from which the student can understand cutting edge research in the areas of Virtualization, Distributed Systems, and Internet-scale services in the GT Advanced Operating Systems sequence.",GT - Refresher - Advanced OS,https://www.udacity.com/course/gt-refresher-advanced-os--ud098
Collaboration WithGoogle VR,,"['Matt Sonic', 'Vasanth Mohan']",VR Developer,beginner,"['VR development, ', 'Unity, ', 'Google VR SDK for Unity, ', 'Game Objects, ', 'Materials']","In this course, you’ll learn the the fundamentals of using the Unity Game Engine to build beautiful and performant VR scenes. Starting from basic game objects, you will learn about transforms and materials, so that you can position objects and make them look realistic. Next, you will experiment with animations and cameras in order to make our scenes more engaging in VR. And finally, you will add some complex lighting to your scene to really make your experience really stand out.",VR Scenes and Objects,https://www.udacity.com/course/vr-scenes-and-objects--ud1013
Collaboration WithGoogle,School of Business,"['Jessica Uelmen', 'Ido Green']",Become an iOS Developer,intermediate,"['Product Design, ', 'Google Analytics']","There is no higher form of user validation than having customers support your product with their wallets. However, the path to a profitable business is not necessarily an easy one. This course blends instruction with real life examples to help you effectively develop, implement, and measure your monetization strategy, iterating on the model as appropriate., This course is part of our Tech Entrepreneur Nanodegree Program, click here to learn more.",App Monetization,https://www.udacity.com/course/app-monetization--ud518
,School of Development,['Ben Jaffe'],Front-End Web Developer,advanced,"['Backbone, ', 'Building a Todo Application from Scratch, ', 'Data with Firebase']","This course is a collection of resources designed to introduce you to Backbone, a common organizational library for front-end web applications., By the end of this course, you’ll know how to write well organized web applications using the Backbone framework. You’ll also make use of the Local Storage API or a service like Firebase to support persistent data storage across user sessions.",Learn Backbone.js,https://www.udacity.com/course/learn-backbonejs--ud990
Collaboration WithGeorgia Institute of Technology,School of Development,"['Chris Pryby', 'Mayur Naik']",Flying Cars & Autonomous Flight,intermediate,"['Software Testing, ', 'Debugging, ', 'Dataflow Analysis, ', 'Constraint-based Analysis, ', 'Symbolic Execution']","This course covers the theory and practice of software analysis, which lies at the heart of many software development processes such as diagnosing bugs, testing, debugging, and more. It presents diverse techniques, each with their own strengths and limitations, for automating tasks such as testing, debugging, and finding bugs in complex real-world programs. These techniques include dataflow analysis, constraint-based analysis, type systems, model checking, symbolic execution, and more. The course teaches the principles underlying these techniques as well as imparts hands-on experience with using and implementing tools based on these techniques.",Software Analysis & Testing,https://www.udacity.com/course/software-analysis-testing--ud333
,School of Development,"['Jarrod Parkes', 'Meghan Kane']",Flying Cars & Autonomous Flight,intermediate,"['iOS, ', 'Image Classification, ', 'Core ML']","In this short course, we'll show you how to incorporate Apple's Core ML framework into your app. You'll also get a quick overview of machine learning fundamentals, and exposure to real-world examples of companies using machine learning technology in their iOS apps.",Core ML: Machine Learning for iOS,https://www.udacity.com/course/core-ml--ud1038
,School of Development,['Diego Lugo'],Digital Marketing,intermediate,"['App Deployment, ', 'Heroku']","This course will introduce you to web deployment platforms. You’ll begin by deploying your first web application to the Heroku platform, making it publicly available on the internet. In the process, you will learn about the underlying mechanics of web hosting. You will also learn how to configure your app, from accessing log output to configuring environment variables.",Deploying Applications with Heroku,https://www.udacity.com/course/deploying-applications-with-heroku--ud272
,School of Development,"['Kunal Chawla', 'Jessica Lin']",Android Basics,beginner,"['Android, ', 'UI, ', 'App Development']","Here is one important question Android developers ask while making apps: ""How can I do ________ in Android?"", The following are versions of this question that we came across recently:, This course is a collection of such questions and their answers. , By the end of this course you will have mastered the ability to implement new Android features by reading a blog or article — this is a critical skill possessed by professional Android developers. As a result, you will also be able to use several User Interface components — like Toggle Buttons, Menus, Grid View and many more —  that are central to making functional and delightful Android apps.",How to create <anything> in Android,https://www.udacity.com/course/how-to-create-anything-in-android--ud802
,School of Development,"['Fernando Rodriguez', 'Eden Shapiro', 'Kate Rotondo']",Become an iOS Developer,advanced,"['Data Persistence, ', 'Core Data, ', 'UserDefaults, ', 'FileManager']","Persisting data is a necessary skill for any iOS developer. This course will teach you three techniques for storing data to your device’s hard drive: how to store small pieces of simple data using NSUserPreferences, how to save files on the device’s file system using NSFileManager, and -- most importantly -- how to manage and persist data with structure and relationships using Core Data.",iOS Persistence and Core Data,https://www.udacity.com/course/ios-persistence-and-core-data--ud325
,School of Development,['Lyla Fujiwara'],Android Developer,beginner,"['Android, ', 'Android Studio, ', 'Java']","This is a short tutorial that walks you through installing Android Studio on a Windows or Mac machine, beginning with downloading the Java SDK. You will also learn how to set up a new project using the Android Studio Project Wizard.",How to Install Android Studio,https://www.udacity.com/course/how-to-install-android-studio--ud808
,School of Development,['Fernando Rodriguez'],Become an iOS Developer,intermediate,"['Design, ', 'UI, ', 'Stack Views, ', 'Constraints']","With this course, you will learn about AutoLayout and how to use stack views and constraints to create pixel-perfect UIs., Also, you will take a deep dive and learn about some of the most commonly misunderstood properties affecting layout like distribution, alignment, content hugging, and compression resistance., Then, you will put all of this knowledge to use and start creating functional interfaces with multiple stack views and UI elements. In fact, you will recreate an interface from a very well known app. And, by the end of this course, you will be ready to create beautiful interfaces from scratch.",AutoLayout,https://www.udacity.com/course/auto-layout--ud1026
Collaboration WithGeorgia Institute of Technology,,['David Joyner'],Artificial Intelligence,beginner,"['Educational Technology & Research, ', 'Online Learning, ', 'Game-based Learning, ', 'Communities of Practice, ', 'Ethics & Privacy in EdTech']","This class is offered as CS6460 at Georgia Tech where it is a part of the Online Masters Degree (OMS). Credit for taking this course is conferred only on those that enroll in the degree. The text in the following sections comes from the syllabus for CS6460, located here., This class is simultaneously an introductory course about educational technology and an advanced, project-oriented class on designing or researching technology's intersection with education. As such, the course provides information about a large number of topics within educational technology, including pedagogical strategies, research methodologies, current tools, open problems, and broader issues. The scope of the material provided goes beyond what any one person could reasonably learn in a semester. Instead, you will select those areas that appeal to you or that support your ultimate project ideas. For example, if you're interested in research, you may focus on the applicable research methodologies to your chosen area of investigation, relevant pedagogical strategies or theories, and the current state-of-the-art within that community.  If you're interested in design, you may focus on the relevant pedagogical strategies or theories for your chosen domain, the current popular tools within that domain, and open problems that need to be addressed.",Educational Technology,https://www.udacity.com/course/educational-technology--ud915
Collaboration With23andMe,,"['Joanna Mountain', 'Uta Francke', '23andMe Team', 'Matthew Cook', 'Lauren Castellano']",Android Basics,beginner,"['Genetics, ', 'DNA, ', 'Gene regulation']","This course is a journey into the biology of the human genome and will highlight the scientific, social, and personal perspectives of people living with a variety of traits.",Tales from the Genome,https://www.udacity.com/course/tales-from-the-genome--bio110
Collaboration WithFacebook for Developers,School of Development,"['Jeff Hilnbrand', 'Nick Leggett', 'Gabrielle Miller-Messner']",Digital Marketing,intermediate,"['Product Design, ', 'Prototyping']","Featuring Facebook's experts in User Research and Product Design, this course walks you through the steps to design a new mobile product that puts users first. You'll learn how to use data collected from users to guide prototyping, and conduct user testing with a production app to guide a future redesign. , This course is also available for Android.",Mobile Design and Usability for iOS,https://www.udacity.com/course/mobile-design-and-usability-for-ios--ud1034
,School of Development,['Mat Leonard'],Intro to Self-Driving Cars,intermediate,"['Data Analysis, ', 'Hadoop, ', 'MapReduce']","Learn how to tackle big data problems with your own Hadoop clusters! In this course, you’ll deploy Hadoop clusters in the cloud and use them to gain insights from large datasets.",Deploying a Hadoop Cluster,https://www.udacity.com/course/deploying-a-hadoop-cluster--ud1000
Collaboration WithGoogle,School of Development,"['Frank van Puffelen', 'Laurence Moroney', 'Jarrod Parkes', 'Jennifer Person']",Become an iOS Developer,intermediate,,"In this course, you’ll learn how to use Firebase. Firebase is app development platform that provides developers a variety of tools and a scalable infrastructure to build high quality apps. , We’ll begin by showing you how easy it is to read and write almost any data to Firebase. After that, we’ll teach you how to allow users to login, have data associated with them and send them notifications. You’ll learn how to use Firebase’s Security and Rules language to secure and add permissions to your data., Firebase Remote Config gives you the ability to tune and customize your app without having to publish a new version. Finally we’ll give you a brief overview of Firebase Analytics so you can collect data from the start. , Got extra time this weekend? As a bonus, you will write your own Cloud Function for Firebase that makes chat more fun by adding emojis to FriendlyChat conversations. Cloud Functions for Firebase integrates the Firebase platform by letting you write code that responds to events and invokes functionality exposed by other Firebase features., By the end of this course you will have an iOS application that can store and share data between different users in real time as well as authenticate and authorize those users.",Firebase in a Weekend: iOS,https://www.udacity.com/course/firebase-in-a-weekend-by-google-ios--ud0351
,School of Development,"['Jarrod Parkes', 'Nic Jackson']",Become an iOS Developer,intermediate,"['Swift Package Manager, ', 'MySQL, ', 'Docker, ', 'Terraform, ', 'Microservices']","In this course, built in collaboration with IBM and Hashicorp, you'll learn how to build server-side Swift applications that run on Linux and in the cloud, including how to use Swift to build a microservices backend. This course covers the best practices for constructing and deploying server-side Swift using industry-proven tools like Docker and Terraform. , Whether you're an Apple developer, a full stack developer, or just getting started with app development, this course offers an opportunity to master server-side Swift, while gaining vital transferable skills that can be used with any server-side stack. Enroll in the course today, and you'll enjoy a feature-packed learning experience that is fun, informative, and loaded with expert input from leading companies in industry.",Server-Side Swift,https://www.udacity.com/course/server-side-swift--ud1031
Collaboration WithFacebook for Developers,School of Development,['Gabrielle Miller-Messner'],Become an iOS Developer,intermediate,"['Account Kit, ', 'Facebook SDK, ', 'Graph API']","For an app developer, providing a seamless user experience is critical for building engagement and growing a user base. Passwordless login solutions provide your users with a simple, secure, and positive first experience., In this course, you'll learn two frameworks for sign-up and authentication: Account Kit, which uses a phone number and code, and Facebook Login for iOS. You’ll learn how to configure both types of authentication side by side in a sample app, test the flow on a series of common use cases, and wrap things up with an introduction to Facebook’s Graph API, a window into an incredible wealth of data for creating a more engaging experience for your users.",Passwordless Login Solutions for iOS,https://www.udacity.com/course/passwordless-login-solutions-for-ios--ud1028
,School of Artificial Intelligence,['Ortal Arel'],Flying Cars & Autonomous Flight,beginner,"['Linear Algebra, ', 'Eigenvectors, ', 'Eigenvalues']",One of the most interesting topics to visualize in Linear Algebra are Eigenvectors and Eigenvalues. Here you will learn how to easily calculate them and how they are applicable and particularly interesting when it comes to machine learning implementations.,Eigenvectors and Eigenvalues,https://www.udacity.com/course/eigenvectors-and-eigenvalues--ud104
,School of Development,['Jarrod Parkes'],Become an iOS Developer,advanced,"['Debugging, ', 'LLDB']","""If debugging is the process of removing bugs, then programming must be the process of putting them in.""
Edsger W. Dijkstra, Debugging is yin to programming's yang; you can't have one without the other. However, finding bugs in programs can be an incredibly frustrating and demotivating process for developers. This course will teach you a variety of techniques to help make debugging your code easier.",Xcode Debugging,https://www.udacity.com/course/xcode-debugging--ud774
,School of Development,['Julia Van Cleve'],Become an iOS Developer,intermediate,"['Ruby, ', 'Sinatra, ', 'MVC Design Pattern, ', 'Writing organized code']","Learn how to organize the code for your web apps, and why it's important. You’ll be using the MVC Design Pattern in the web application micro-framework, Sinatra.",The MVC Pattern in Ruby,https://www.udacity.com/course/the-mvc-pattern-in-ruby--ud270
Collaboration WithGeorgia Institute of Technology,,"['Mark Braunstein', 'Matthew Cook']",Artificial Intelligence,beginner,"['Health Information Exchange, ', 'Security and Trust, ', 'Interoperability Standards, ', 'Data Collection & Visualization']","This class is offered as CS6440 at Georgia Tech where it is a part of the Online Masters Degree (OMS). Taking this course here will not earn credit towards the OMS degree., This is a survey course designed to provide a broad, forward-facing overview of contemporary health informatics, a specialized field of computing that seeks to improve the quality and efficiency of healthcare delivery. To understand health informatics (HIT) you also need to have at least a basic understanding of the complex and highly regulated US healthcare industry. The course is designed for students from diverse backgrounds and who have not been previously exposed to HIT. It is divided into three sections:, The US healthcare delivery and the key role of the federal government in promoting HIT adoption, The core technologies that drive all contemporary HIT systems and tools, The real world applications of HIT from electronic medical and personal health records to exploiting digital data aggregated from them for research and other purposes",Health Informatics in the Cloud,https://www.udacity.com/course/health-informatics-in-the-cloud--ud809
Collaboration WithGeorgia Institute of Technology,School of Development,"['Raheem Beyah', 'David Joyner']",Flying Cars & Autonomous Flight,intermediate,"['Industrial Networks, ', 'Industrial Control Systems, ', 'Smart Grid Infrastructure, ', 'Cyber Security, ', 'Privacy']",This course provides an introduction to security issues relating to various cyber-physical systems including industrial control systems and those considered critical infrastructure systems.,Cyber-Physical Systems Security,https://www.udacity.com/course/cyber-physical-systems-security--ud279
"Collaboration WithLyft, Venmo",School of Development,['Gabrielle Miller-Messner'],Become an iOS Developer,intermediate,"['iOS, ', 'Swift, ', 'Objective-C, ', 'Control Flow Syntax']","This course is designed to teach students how to understand and identify the differences between the Objective-C and Swift programming languages, and especially, how to rewrite from the former to the latter. Understanding communications between the two languages—called ""interoperability""—is becoming more and more important for developers, particularly as we prepare for the arrival of Swift 3.0. In the course, students will write classes and add functionality to classes by writing and calling methods. After learning some basic Objective-C syntax, students will examine and break down an app written in Objective-C and rewrite it in Swift. The course will conclude with a review of and practice with the most common challenges for interoperability between Objective-C and Swift.",Objective-C for Swift Developers,https://www.udacity.com/course/objective-c-for-swift-developers--ud1009
,School of Development,['Colt Steele'],Full Stack Web Developer,intermediate,"['Ruby, ', 'Sinatra, ', 'Building web applications']","Learn how to build web applications with Sinatra, an elegant and approachable web development micro-framework for Ruby.",Dynamic Web Applications with Sinatra,https://www.udacity.com/course/dynamic-web-applications-with-sinatra--ud268
Collaboration WithSalesforce,School of Development,"['Samantha Ready', 'Mario Korf', 'Andy Brown']",Intro to Programming,beginner,"['Salesforce App Development, ', 'Schema Building, ', 'Data Modeling']","This class teaches you how to build powerful web and mobile apps and host them in the cloud, without writing a line of code., By the end of this short course, you'll use the skills you've developed to conceptualize and create your own app. To get you there, your instructors Samantha and Andy will first help you build an app that could be used to manage logistics at a music festival. Though this is a very specific app use case, the skills you learn will be applicable to just about any business app you’d want to develop.",Intro to Point & Click App Development,https://www.udacity.com/course/intro-to-point-click-app-development--ud162
,School of Development,,Become an iOS Developer,intermediate,"['Closures, ', 'GCD']","Many times your apps need to run lengthy operations in the background, like downloading data, but you don't want these operations to interfere with your UI., Apple's GCD (long form: Grand Central Dispatch) framework allows you to create asynchronous apps for iOS, ensuring smooth a smooth user experience in situations like the one mentioned above.",Grand Central Dispatch (GCD),https://www.udacity.com/course/grand-central-dispatch-gcd--ud576
Collaboration WithGoogle,School of Development,"['Steve Ganem', 'Todd Kerpelman', 'Kate Rotondo', 'Jennifer Person']",Become an iOS Developer,intermediate,"['Firebase Analytics, ', 'Firebase Crash Reporting, ', 'Firebase Remote Config, ', 'Firebase Dynamic Links']","In this course, you’ll learn how to grow an app's user base using Firebase Analytics, a free and unlimited analytics solution. You'll be able to learn who your users are and how they interact with your app. You can then use this information to make informed decisions to improve your app, such as how difficult to make a level in a game, where to place an advertisement, or what products to stock., We'll begin by covering the basics of digital analytics focusing on an app that is live in the App Store and Google Play Store as an example. You'll then explore the app's actual usage data using the Firebase console. After that, you'll learn how easy it is to add Firebase Analytics to an app and quickly gain insights. Finally, you'll learn how to use Firebase Crash Reporting, Firebase Remote Config, and Firebase Dynamic Links integrated with Firebase Analytics to improve your app and grow your user base., By the end of this course you'll have an app that records how users interact with it, and you'll know how use that data to improve performance. You'll have the foundation needed to apply Firebase Analytics to your own apps.",Firebase Analytics: iOS,https://www.udacity.com/course/firebase-analytics-ios--ud353
